Campaign,Guid,Chapter,Description,Stage,X,Y,Z,Pitch,Yaw,Roll,Condition,SkipCondition,MiniBoss,Events,Tags,Include,Exclude
Ethan,4513904e-e120-4d60-941b-f4a25caa6c6f,13,soldier pA(30%) crowbar *,60110,0,0,0,0,0,0,,,,,,,
Ethan,46060b1e-708a-4a2f-9c9b-9691d03cdc59,13,soldier pA(30%) molotov *,60110,0,0,0,0,0,0,,,,,,,
Ethan,12d5c2be-dde7-45b1-bd3a-50555d1f777f,13,soldier pA(40%)  *,60110,0,0,0,0,0,0,,,,,,,
Ethan,37d61900-8ae6-4df8-95f3-c626a391554e,13,soldier pA(30%) spiked_bat *,60110,0,0,0,0,0,0,,,,,,,
Ethan,fb8608b5-e223-4dae-bc6a-a355e0e1f6c9,13,soldier pA(10%) molotov *,60110,0,0,0,0,0,0,,,,,,,
Ethan,d0b269b3-655b-4577-99f3-2c9c827ea758,13,soldier pA(30%) crossbow *,60110,0,0,0,0,0,0,,,,,,,
Ethan,ddd12c6e-cc82-4185-b101-6f85e25fc00b,13,soldier pB(30%) shock_baton *,60103,0,0,0,0,0,0,,,,,,,
Ethan,5d6fe622-3fd7-4e4a-ade2-9af1fe7cdb0b,13,soldier pB(30%) spiked_bat *,60103,0,0,0,0,0,0,,,,,,,
Ethan,941b0264-4a66-4ca7-96db-bcb03a81c9d1,13,soldier pB(100%)  *,60103,0,0,0,0,0,0,,,,,,,
Ethan,40da2a61-44b4-4a3b-94c0-711eb576ef51,13,soldier  crowbar *,60103,0,0,0,0,0,0,,,,,,,mendez_2
Ethan,6fd9f6d1-a62e-4eed-8af7-636f492c4fdd,13,soldier  crossbow *,60104,0,0,0,0,0,0,,,,,,,
Ethan,913b5037-f29a-441a-99be-49c31e43f601,13,soldier  hatchet *,60104,0,0,0,0,0,0,,,,,,,
Ethan,983776ec-b9ab-431c-915f-d8283c8aee48,13,soldier  crowbar *,60104,0,0,0,0,0,0,,,,,,,
Ethan,44d87d46-b409-464d-b051-27380f00e472,13,soldier  rpg *,60104,0,0,0,0,0,0,,,,,,,
Ethan,940e4912-68a0-4be2-b1c0-2d06fd31d88b,13,soldier pA(25%) spiked_bat *,60104,0,0,0,0,0,0,,,,,,,
Ethan,816d9515-2628-4bd7-b333-3369015b2dc0,13,soldier pA(30%) crossbow *,60104,0,0,0,0,0,0,,,,,,,
Ethan,13879cc0-488c-45e3-8181-5aec474674d0,13,soldier pA(30%) crossbow *,60104,0,0,0,0,0,0,,,,,,,
Ethan,3422282b-5c94-41d5-bc2a-f91995115e13,13,soldier pA(30%) hatchet | iron_shield *,60104,0,0,0,0,0,0,,,,,,,
Ethan,1a2bed35-b031-4f3e-9c2a-ad2eede12b83,13,soldier pA(30%) hatchet | iron_shield *,60104,0,0,0,0,0,0,,,,,,,
Ethan,18c9e614-7067-47ef-9e09-c67bd7daeb6d,13,soldier pA(100%) hatchet | iron_shield *,60104,0,0,0,0,0,0,,,,,,,
Ethan,1622779e-f364-4b75-a3fc-2c7239f8ac0b,13,soldier  shock_baton *,60104,0,0,0,0,0,0,,,,,,,
Ethan,062081b2-4ce7-45e8-bb12-2cccfabd6c24,13,soldier  spiked_bat *,60104,0,0,0,0,0,0,,,,,,,
Ethan,de6271df-022f-4a22-9005-9487ab757d78,13,soldier  dynamite *,60104,0,0,0,0,0,0,,,,,,,
Ethan,971b04c4-fac5-4c44-8fe7-4b6535067af7,13,soldier pB(30%) crowbar *,60105,0,0,0,0,0,0,,,,,,,
Ethan,10a7064b-83a9-4c95-920b-f1bc740c818e,13,soldier pA(10%) crowbar *,60105,0,0,0,0,0,0,,,,,,,
Ethan,81b16fe4-56da-46ad-8a03-edd885189a49,13,soldier pA(10%) shock_baton *,60105,0,0,0,0,0,0,,,,,,,
Ethan,3a629b94-c95e-40b3-83d7-16c792add17d,13,soldier pA(10%) iron_shield *,60105,0,0,0,0,0,0,,,,,,,
Ethan,32d58aea-4ce3-4887-bb24-29189229756e,13,soldier pA(30%) rpg *,60200,0,0,0,0,0,0,,,,,,,
Ethan,7acf036b-5469-479a-a55e-294856a29291,13,soldier pA(80%) crossbow *,60200,0,0,0,0,0,0,,,,,,,
Ethan,7863634d-1ee4-40d8-9e52-dba7d77c88f0,13,soldier pA(30%) spiked_bat *,60200,0,0,0,0,0,0,,,,,,,
Ethan,bf5cd9d2-a48c-4a6e-a32e-50d88cb4de35,13,soldier pA(30%) shock_baton *,60200,0,0,0,0,0,0,,,,,,,mendez_2
Ethan,2d130919-f522-43f4-9b16-760c8ecf582f,13,soldier  spiked_bat *,61102,0,0,0,0,0,0,,,,,,,
Ethan,033f4ce8-5c0b-415f-9821-e1a955e4bac3,13,soldier  spiked_bat *,61102,0,0,0,0,0,0,,,,,,,
Ethan,5c4a57aa-5c1d-4d2f-bc8e-ddd365304c5b,13,soldier pA(20%)  *,61102,0,0,0,0,0,0,,,,,,,
Ethan,a74881aa-0ab2-4b88-ac97-6b720d7a127a,13,soldier pA(50%) shock_baton *,61104,0,0,0,0,0,0,,,,,,,
Ethan,5b74a442-da4f-4dc2-ae2a-0947c797939f,13,soldier pA(0%) dynamite *,61104,0,0,0,0,0,0,,,,,,,
Ethan,baf017ab-eee4-467a-bc4f-e8fe21190820,13,soldier  hammer Velvet Blue x1,61104,0,0,0,0,0,0,,,,,,,mendez_chase
Ethan,2031587e-ee3d-451c-8e32-40113ae97e40,13,soldier pA(20%) hatchet *,61504,0,0,0,0,0,0,,,,,,,
Ethan,39ef54ad-6967-499b-aa06-f89d7ef198c0,13,soldier pA(20%) shock_baton *,61503,0,0,0,0,0,0,,,,,,,
Ethan,3f413557-bb82-48b0-a9f7-1d25fc581c34,13,soldier pA(80%) shock_baton *,61502,0,0,0,0,0,0,,,,,,,
Ethan,d8a5fd75-7b21-40fb-8ff7-c1e78785fdb0,13,soldier  spiked_bat *,61505,0,0,0,0,0,0,,,,,,,
Ethan,1b0b02b8-8e81-4f64-85bf-14cf0580763f,13,soldier pA(20%) hatchet *,61204,0,0,0,0,0,0,,,,,,,mendez_chase boss
Ethan,219f647d-d323-4581-9fdd-d373abdb087b,13,soldier pA(30%)  *,61204,0,0,0,0,0,0,,,,,,,mendez_chase boss
Ethan,ea534933-3c66-4a36-a3c4-18d7390797f2,13,soldier  crowbar *,61203,0,0,0,0,0,0,,,,,,,mendez_chase boss
Ethan,98ebdca3-1fa2-4166-ac73-af5013d3c49e,13,soldier pA(50%)  *,61203,0,0,0,0,0,0,,,,,,,
Ethan,1f747824-e2bc-4de3-96e9-3ad48a99a6e2,13,soldier pA(20%) dynamite *,61203,0,0,0,0,0,0,,,,,,,
Ethan,9995a9f3-4d50-473e-b788-987f97fff2d2,13,soldier pA(20%) shock_baton *,61203,0,0,0,0,0,0,,,,,,,
Ethan,fa6732f4-d763-473d-9af0-06f4a72b8b6d,13,soldier pA(20%) hatchet *,61203,0,0,0,0,0,0,,,,,,,
Ethan,4e556e1f-5e83-4665-972f-df6aa5d468a7,13,soldier pA(20%) spiked_bat *,61203,0,0,0,0,0,0,,,,,,,
Ethan,d57165b2-cddb-454b-b98c-1cee6e0789fb,13,soldier pA(10%) dynamite *,61203,0,0,0,0,0,0,,,,,,,
Ethan,1a63b79d-edb5-411b-94ae-7ab655df00b1,13,soldier  shock_baton *,61204,0,0,0,0,0,0,,,,,,,
Ethan,9bcacac7-bf88-4595-ac73-fe0f7796bc1c,13,soldier  hatchet *,61204,0,0,0,0,0,0,,,,,,,
Ethan,8f24519a-7e22-4c38-ac0b-89e058d0d714,13,regenerador   .,61302,0,0,0,0,0,0,,,,,noduplicate preserve nowave,,
Ethan,26f2ba68-b6fb-4d7b-963d-4aa19a07cddd,13,regenerador   Ruby x1,61402,0,0,0,0,0,0,,,,,,regenerador iron_maiden super_iron_maiden,
Ethan,6f4a9b4a-51c5-4081-9b92-965c9dd973c5,13,regenerador   .,61402,0,0,0,0,0,0,,,,,,regenerador iron_maiden super_iron_maiden,
Ethan,4d5cac28-3b75-40d4-b0f8-98cc68277500,13,regenerador   Sapphire x1,61305,0,0,0,0,0,0,,,,,,regenerador iron_maiden super_iron_maiden,
Ethan,ec73c258-19b5-4534-9010-63b93c5dd899,13,regenerador   Wrench x1,61201,0,0,0,0,0,0,,,,,noduplicate nowave,,krauser_1 krauser_2 mendez_chase pesanta u3
Ethan,69cfa597-7291-4a75-96eb-9dd5ad7e38a8,13,regenerador   Ruby x1,61201,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,79ca4b25-ea22-4c4d-a655-c09cb9ec5958,13,regenerador   Ruby x1,61201,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,16e55d3b-6238-40b2-91f2-75bdf1c3897a,13,regenerador   Alexandrite x1,61201,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,55569dbd-db47-4292-8aa9-c0049159857a,13,regenerador   Ruby x1,61201,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,121a6619-6891-4474-994a-a269b157216c,13,regenerador   Wrench x1,61201,0,0,0,0,0,0,,,,,noduplicate nowave,,krauser_1 krauser_2 mendez_chase pesanta u3
Ethan,2d5ee37e-c51b-4c64-8c9e-1e4fe7e53b58,13,regenerador   Alexandrite x1,61201,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,76bd56c7-87e5-413d-808b-d8e875ff087e,13,regenerador   Ruby x1,61201,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,8ff22883-d0d7-404f-be44-2589c91752cf,13,regenerador   Alexandrite x1,61201,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,f581dd02-fd89-40c6-996b-bd0f34636160,13,regenerador   Ruby x1,61201,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,b99b7a23-8d20-46a5-9b8a-0bf90cca90ef,13,regenerador   Wrench x1,61201,0,0,0,0,0,0,,,,,noduplicate nowave,,krauser_1 krauser_2 mendez_chase pesanta u3
Ethan,5983fbf6-04a0-4560-9e31-3e31628898b1,13,regenerador   Ruby x1,61201,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,8023c600-8523-4b04-90c4-61671196ca1c,13,regenerador   Ruby x1,61201,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,8c5de483-1194-4d50-9e9f-53065809d760,13,regenerador   Alexandrite x1,61201,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,290c3ebf-408f-4513-84dc-bcec52cdad76,13,regenerador   Ruby x1,61201,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,be280715-78e6-4cd7-8f28-09ec50608c7d,13,regenerador   Wrench x1,61201,0,0,0,0,0,0,,,,,noduplicate nowave,,krauser_1 krauser_2 mendez_chase pesanta u3
Ethan,1e97a1e6-76fd-42d7-85a4-4b405c2dfaa4,13,regenerador   Alexandrite x1,61201,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,f9113bbf-fee8-4854-9c1b-54afb50dde0a,13,soldier   Pesetas x500,61500,0,0,0,0,0,0,,,,,,small,
Ethan,43853325-2ccc-4964-a4d6-913accf33a4c,13,viper   Viper x1,61106,0,0,0,0,0,0,,,,,noduplicate,,
Ethan,,14,[EXTRA],62100,59,12,-103,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],62100,72,12,-113,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],62100,65,16,-121,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],62100,59,12,-116,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],62100,50,12,-99,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],62100,43,12,-98,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],62100,20,17,-111,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],62100,20,17,-105,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],63100,4,19,-106,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],63101,17,17,-96,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA] SEWAGE DISPOSAL // Guarding First Team Door,63103,-13,22,-87,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA] SEWAGE DISPOSAL // Other side of First Team Door,63106,-14,22,-93,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],63106,-22,22,-94,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],63108,-11,22,-123,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],63108,-7,22,-126,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],63108,10,22,-128,0,0,0,43b7db1e-f2bf-467a-8c3e-21463998cdcf,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA] SEWAGE DISPOSAL // Across Bridge,63108,3,22,-126,0,0,0,faedabc3-b546-422e-bc94-bb0d92f7699f,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],63108,5,22,-138,0,0,0,faedabc3-b546-422e-bc94-bb0d92f7699f,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],63108,8,22,-142,0,0,0,faedabc3-b546-422e-bc94-bb0d92f7699f,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],63108,-8,23,-151,0,0,0,faedabc3-b546-422e-bc94-bb0d92f7699f,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],63108,-8,22,-137,0,0,0,faedabc3-b546-422e-bc94-bb0d92f7699f,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],63108,-8,22,-144,0,0,0,faedabc3-b546-422e-bc94-bb0d92f7699f,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA],63108,-13,22,-128,0,0,0,faedabc3-b546-422e-bc94-bb0d92f7699f,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA] SEWAGE DISPOSAL // After Keypad Door,63109,-12,22,-118,0,0,0,faedabc3-b546-422e-bc94-bb0d92f7699f,10731e4c-08c9-42c3-9dc8-e1fabe549a08,,,,,ashleyunsafe
Ethan,,14,[EXTRA] WRECKING BALL // WRECKING BOSS,62200,32,16.4,-112.3,0,87,0,4bb2c758-193c-4cfe-b9b3-1fbf4103a2f4,,Ethan-wrecking-ball-boss,,,,fodder elite invincible krauser_1
Ethan,,14,[EXTRA] WRECKING BALL // Elevator Courtyard Far Left,62201,49,16,-130,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,,ashleyunsafe
Ethan,,14,[EXTRA] WRECKING BALL // Elevator Courtyard Left,62201,54,16,-130,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,,ashleyunsafe
Ethan,,14,[EXTRA] WRECKING BALL // Elevator Courtyard Right,62201,58,16.4,-129.9,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,,ashleyunsafe
Ethan,,14,[EXTRA] WRECKING BALL // Elevator Courtyard Far Right,62201,57,16,-133,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,,ashleyunsafe
Ethan,,14,[EXTRA],64100,52,26,-157,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA],64100,46,26,-157,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA] PRE-KRAUSER // Guarding Amber Right,64101,61,26,-166,0,0,0,b553de38-9be0-4364-8fbd-89ca53713c66,,,,,small,
Ethan,,14,[EXTRA] PRE-KRAUSER // Guarding Amber Left,64101,59,26,-173,0,0,0,b553de38-9be0-4364-8fbd-89ca53713c66,,,,,small,
Ethan,,14,[EXTRA] PRE-KRAUSER // Guarding Amber Behind Shelve 1,64101,67,27,-174,0,0,0,b553de38-9be0-4364-8fbd-89ca53713c66,,,,,small,
Ethan,,14,[EXTRA] PRE-KRAUSER // Guarding Amber Behind Shelve 2,64101,66,26,-182,0,0,0,b553de38-9be0-4364-8fbd-89ca53713c66,,,,,small,
Ethan,,14,[EXTRA] PRE-KRAUSER // Guarding Amber Exit,64101,59,26,-181,0,0,0,b553de38-9be0-4364-8fbd-89ca53713c66,,,,,small,
Ethan,,14,[EXTRA] PRE-KRAUSER // Outside Amber Room,64102,75,27,-174,0,0,0,b553de38-9be0-4364-8fbd-89ca53713c66,,,,,small,
Ethan,,14,[EXTRA] PRE-KRAUSER // Cliffside Locker Room,64200,61,29,-157,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA],64103,78,23,-149,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA],64104,95,23,-126,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA],64104,92,23,-130,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA],64104,96,23,-134,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA],64104,108,23,-122,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA],64104,110,23,-128,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA],64104,116,24,-127,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA],65100,147,18,-141,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA],65100,143,18,-147,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA],65100,147,19,-152,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA],65100,142,18,-152,0,0,0,80f4d85a-bc81-45a3-adf0-bbaf955306e7,,,,,small,
Ethan,,14,[EXTRA] BATTLEFIELD // Below Ledge,65100,145,14,-161,0,0,0,61133d7f-a7e4-4965-8122-1e5abc51f477,,,,,small,
Ethan,,14,[EXTRA] BATTLEFIELD // Left of Room Near,65100,143,14,-179,0,0,0,61133d7f-a7e4-4965-8122-1e5abc51f477,,,,,small,
Ethan,,14,[EXTRA] BATTLEFIELD // Left of Room Far,65100,143,14,-173,0,0,0,61133d7f-a7e4-4965-8122-1e5abc51f477,,,,,small,
Ethan,,14,[EXTRA] BATTLEFIELD // Guarding Valve Exit,65100,146,15,-185,0,0,0,61133d7f-a7e4-4965-8122-1e5abc51f477,,,,,small,
Ethan,,14,[EXTRA] CATACOMBS // Before First Tripwire,65100,158.2,13.2,-190.7,0,0,0,61133d7f-a7e4-4965-8122-1e5abc51f477,,,,,small,
Ethan,,14,[EXTRA] CATACOMBS // After First Tripwire,65100,158.3,13.2,-184.8,0,0,0,61133d7f-a7e4-4965-8122-1e5abc51f477,,,,,small,
Ethan,,14,[EXTRA] ,65100,156,13,-190,0,0,0,61133d7f-a7e4-4965-8122-1e5abc51f477,,,,,small,
Ethan,,14,[EXTRA],65100,157,13,-185,0,0,0,61133d7f-a7e4-4965-8122-1e5abc51f477,,,,,small,
Ethan,,14,[EXTRA],65100,159,9,-181,0,0,0,fed0e37d-31ca-4851-9a05-2e5420c836c2,,,,,small,
Ethan,,14,[EXTRA],65100,151,9,-176,0,0,0,fed0e37d-31ca-4851-9a05-2e5420c836c2,,,,,small,
Ethan,,14,[EXTRA],65100,158,9,-162,0,0,0,fed0e37d-31ca-4851-9a05-2e5420c836c2,,,,,small,
Ethan,,14,[EXTRA],65100,164,9,-170,0,0,0,fed0e37d-31ca-4851-9a05-2e5420c836c2,,,,,small,
Ethan,,14,[EXTRA],65100,165,9,-175,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,170,13,-185,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,169,13,-195,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,164,13,-192,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,164,16,-201,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,156,16,-201,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,164,16,-187,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,158,16,-184,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,163,16,-178,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,157,16,-172,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,161,16,-168,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,160,18,-155,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,164,20,-145,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,174,20,-133,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA] KRAUSER ARENA // In Front of Gate,65100,160,20,-135,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA],65100,170,20,-128,0,0,0,7dd383f4-e67c-4914-84c9-9f975517e083,,,,,small,
Ethan,,14,[EXTRA] WITNESS THE POWER // ,65100,162,13,-131,0,0,0,5aed35d1-1863-4b84-8e27-f83bca7cbfd6,,,,,small,
Ethan,,14,[EXTRA] WITNESS THE POWER // ,65100,158,13,-135,0,0,0,5aed35d1-1863-4b84-8e27-f83bca7cbfd6,,,,,small,
Ethan,,14,[EXTRA] WITNESS THE POWER // ,65100,159,13,-145,0,0,0,5aed35d1-1863-4b84-8e27-f83bca7cbfd6,,,,,small,
Ethan,,14,[EXTRA] WITNESS THE POWER // ,65100,164,13,-141,0,0,0,5aed35d1-1863-4b84-8e27-f83bca7cbfd6,,,,,small,
Ethan,,14,[EXTRA] WITNESS THE POWER // ,65100,173,13,-130,0,0,0,5aed35d1-1863-4b84-8e27-f83bca7cbfd6,,,,,small,
Ethan,,14,[EXTRA] WITNESS THE POWER // ,65100,174,13,-144,0,0,0,5aed35d1-1863-4b84-8e27-f83bca7cbfd6,,,,,small,
Ethan,,14,[EXTRA] WITNESS THE POWER // ,65100,168,20,-141,0,0,0,5aed35d1-1863-4b84-8e27-f83bca7cbfd6,,,,,small,
Ethan,,14,[EXTRA],65100,171,13,-153,0,0,0,5aed35d1-1863-4b84-8e27-f83bca7cbfd6,,,,,small,
Ethan,,14,[EXTRA],65100,172,28,-164,0,0,0,fbbe64e2-8fcd-49be-9009-b6252b57847a,,,,,small,
Ethan,,14,[EXTRA],65100,179,28,-166,0,0,0,fbbe64e2-8fcd-49be-9009-b6252b57847a,,,,,small,
Ethan,,14,[EXTRA],65100,179,28,-177,0,0,0,fbbe64e2-8fcd-49be-9009-b6252b57847a,,,,,small,
Ethan,,14,[EXTRA],65100,169,28,-174,0,0,0,fbbe64e2-8fcd-49be-9009-b6252b57847a,,,,,small,
Ethan,d26180c8-7b97-4d75-aea0-c497a60fb779,14,krauser_1   .,65100,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,32f2f575-7e14-4848-b2e7-6aad84945451,14,krauser_1   .,65100,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,88e6af1b-9fdc-43b2-a327-ba920a5b8cd7,14,krauser_1   .,65100,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,2ba09751-a71b-4afd-ba1e-b9f620316676,14,krauser_1   .,65100,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,d5c9189a-60b9-402e-8427-cc1e6b95a9d0,14,krauser_1   .,65100,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,58b1261f-d00d-4d6b-9472-7f0eb92b23c2,14,krauser_1   .,65100,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,28c3bc26-42aa-48fe-9b60-7e81f41ad00a,14,krauser_1   .,65100,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,58c17f3e-2945-4223-9d2b-dc85536357ce,14,krauser_2   .,65100,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,9a9f4c65-3a02-4d18-bd22-437d0feb207f,14,krauser_2   .,65100,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,6ec02c6e-1879-455f-9a50-0a136dddd825,14,krauser_2   .,65100,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,a241d88c-1eea-48c2-8261-3f31716e4dfa,14,krauser_2   .,65100,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,4e6199c0-e784-4215-ac87-cdbdb0cdf98b,14,krauser_1   .,78900,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,e510bf60-81a9-46be-b285-cc168cbb3a45,14,krauser_1   .,78900,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,dc5b9f3b-fd2c-4cf2-9cd8-d61d3210a28b,14,krauser_1   .,78900,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
Ethan,c503183b-fb13-4b17-8834-d6f6bfa8f709,14,krauser_1   .,78900,0,0,0,0,0,0,,,,,preserve noduplicate nowave,,
